FIPS_Code,States,Area_Name,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Civilian_labor_force_2021,Employed_2021,Unemployed_2021,Unemployment_rate_2021,Civilian_labor_force_2022,Employed_2022,Unemployed_2022,Unemployment_rate_2022,POP_ESTIMATE_2020,POP_ESTIMATE_2021,POP_ESTIMATE_2022,BIRTHS_2020,BIRTHS_2021,BIRTHS_2022,DEATHS_2020,DEATHS_2021,DEATHS_2022,NoHSB,HSB,CAD,BD
1000,AL,Alabama,2269672,2124409,145263,6,2259349,2183330,76019,3,2286028,2226670,59358,2,5031362,5049846,5074296,13867,57112,58280,15165,69056,66870,430047,1041209,1032122,910425
1001,AL,"Autauga County, AL",26425,25023,1402,5,26545,25809,736,2,26789,26181,608,2,58902,59210,59759,162,694,709,177,682,673,4126,12977,11367,11144
1003,AL,"Baldwin County, AL",98979,92893,6086,6,99953,97034,2919,2,102849,100432,2417,2,233219,239361,246435,560,2367,2411,593,3044,2909,14555,44342,50518,52562
1005,AL,"Barbour County, AL",8684,8017,667,7,8280,7821,459,5,8241,7906,335,4,24960,24539,24706,60,276,277,93,383,372,4378,6600,5010,2007
1007,AL,"Bibb County, AL",8717,8085,632,7,8641,8347,294,3,8726,8507,219,2,22183,22370,22005,56,244,248,55,318,321,3125,7052,3967,1913
1009,AL,"Blount County, AL",25136,24010,1126,4,25377,24779,598,2,25796,25222,574,2,59102,59085,59512,137,656,674,201,865,844,6650,14284,13673,6061
1011,AL,"Bullock County, AL",4880,4589,291,6,4637,4455,182,3,4554,4426,128,2,10296,10280,10202,24,110,112,40,150,149,1540,2841,1692,804
1013,AL,"Butler County, AL",9238,8357,881,9,8819,8367,452,5,8804,8503,301,3,19031,18855,18650,47,219,222,88,331,317,1932,6050,3523,1879
1015,AL,"Calhoun County, AL",47047,43434,3613,7,46368,44497,1871,4,46140,44741,1399,3,116239,115677,115788,305,1276,1303,396,1868,1832,11867,27783,24939,15674
1017,AL,"Chambers County, AL",16102,14907,1195,7,15790,15220,570,3,15933,15523,410,2,34645,34446,34088,87,381,391,169,612,589,4275,8996,8167,3390
1019,AL,"Cherokee County, AL",11682,11090,592,5,11686,11390,296,2,11696,11422,274,2,24972,25026,25302,62,239,248,124,476,471,3720,6809,5543,2364
1021,AL,"Chilton County, AL",19951,18868,1083,5,20004,19443,561,2,20266,19806,460,2,45051,45259,45884,147,546,562,144,666,641,5569,13113,7719,4133
1023,AL,"Choctaw County, AL",4700,4357,343,7,4567,4370,197,4,4298,4133,165,3,12619,12549,12439,33,136,137,53,203,200,1802,3477,2915,1087
1025,AL,"Clarke County, AL",7898,7127,771,9,7736,7286,450,5,7694,7309,385,5,22981,22715,22515,57,282,285,101,436,423,2892,6740,4378,2259
1027,AL,"Clay County, AL",6146,5874,272,4,6048,5884,164,2,6130,5991,139,2,14211,14190,14198,33,153,156,39,257,244,1694,3813,3128,1334
1029,AL,"Cleburne County, AL",5857,5564,293,5,5913,5761,152,2,6141,5993,148,2,15063,15148,15346,37,168,172,48,259,251,1789,3958,3082,1730
1031,AL,"Coffee County, AL",22025,20970,1055,4,21624,21017,607,2,21597,21049,548,2,53547,54171,54805,159,678,685,176,722,704,4934,10108,12919,8202
1033,AL,"Colbert County, AL",23907,22186,1721,7,23609,22690,919,3,23842,23120,722,3,57299,57619,58033,166,636,647,176,880,858,5333,15244,12600,7213
1035,AL,"Conecuh County, AL",4583,4220,363,7,4390,4182,208,4,4242,4092,150,3,11553,11320,11206,29,123,122,45,234,228,1077,4200,2309,1079
1037,AL,"Coosa County, AL",4431,4163,268,6,4371,4238,133,3,4459,4346,113,2,10341,10366,10166,27,89,89,29,192,184,1217,3410,2623,915
1039,AL,"Covington County, AL",15352,14522,830,5,15233,14775,458,3,15152,14753,399,2,37507,37542,37602,88,425,431,158,709,702,3915,10037,8293,4176
1041,AL,"Crenshaw County, AL",6375,5980,395,6,6131,5929,202,3,5977,5820,157,2,13165,13056,13025,41,152,156,61,261,251,1742,3882,2133,1524
1043,AL,"Cullman County, AL",38896,37049,1847,4,38931,38020,911,2,39337,38525,812,2,88131,89618,90665,252,980,1005,254,1341,1273,9560,19624,21400,9979
1045,AL,"Dale County, AL",20944,19824,1120,5,20974,20315,659,3,21052,20500,552,2,49253,49412,49544,149,673,686,138,676,694,5093,10376,11859,6278
1047,AL,"Dallas County, AL",14834,13111,1723,11,13965,12977,988,7,13749,13055,694,5,38174,37565,36767,101,447,455,161,650,653,3709,10065,8304,4241
1049,AL,"DeKalb County, AL",31314,29766,1548,4,31002,30215,787,2,31146,30416,730,2,71648,71829,71998,188,801,819,222,1112,1081,10522,16172,14623,6969
1051,AL,"Elmore County, AL",37690,35711,1979,5,37873,36860,1013,2,38234,37395,839,2,87853,88737,89563,213,903,925,247,1097,1048,7459,19351,18732,14830
1053,AL,"Escambia County, AL",14612,13633,979,6,14142,13576,566,4,14231,13789,442,3,36680,36658,36666,93,427,440,134,640,636,4697,11249,6543,3227
1055,AL,"Etowah County, AL",41430,37969,3461,8,39439,37863,1576,4,39274,38085,1189,3,103447,103139,103088,289,1140,1162,365,1790,1763,10014,24491,24986,13067
1057,AL,"Fayette County, AL",6670,6304,366,5,6642,6439,203,3,6591,6411,180,2,16330,16155,16118,42,175,179,53,286,295,1951,4714,3472,1361
1059,AL,"Franklin County, AL",14579,13865,714,4,14352,13990,362,2,14565,14223,342,2,32075,31996,31932,97,397,407,109,495,480,4381,9016,4922,3050
1061,AL,"Geneva County, AL",11038,10537,501,4,11069,10762,307,2,11267,10997,270,2,26696,26667,26783,69,285,287,96,496,505,3294,6879,6103,2538
1063,AL,"Greene County, AL",3093,2732,361,11,2900,2711,189,6,2740,2620,120,4,7702,7592,7422,28,101,99,36,166,158,861,2173,1797,703
1065,AL,"Hale County, AL",6165,5537,628,10,5913,5589,324,5,5961,5729,232,3,14768,14737,14595,45,193,196,73,264,262,1890,3943,2664,1593
1067,AL,"Henry County, AL",6914,6545,369,5,6930,6711,219,3,7053,6862,191,2,17175,17434,17655,40,163,167,63,284,279,2280,3931,3358,2633
1069,AL,"Houston County, AL",47252,44465,2787,5,47193,45617,1576,3,48000,46756,1244,2,107286,107453,108079,312,1314,1338,311,1613,1530,9006,23633,24570,16350
1071,AL,"Jackson County, AL",23106,21760,1346,5,23072,22415,657,2,23185,22602,583,2,52545,52694,52891,127,528,542,201,989,952,6627,14431,10579,6072
1073,AL,"Jefferson County, AL",320567,298906,21661,6,320324,308963,11361,3,323290,314943,8347,2,674675,669997,665409,1919,7883,8052,2019,9111,8660,41479,121180,137209,159041
1075,AL,"Lamar County, AL",5791,5482,309,5,5708,5538,170,3,5724,5569,155,2,13956,13740,13705,29,156,159,51,250,239,1745,4151,3062,990
1077,AL,"Lauderdale County, AL",42678,40088,2590,6,42365,41045,1320,3,42919,41788,1131,2,94025,94862,95878,220,894,917,301,1383,1319,7275,22572,18101,16396
1079,AL,"Lawrence County, AL",14539,13757,782,5,14503,14085,418,2,14737,14382,355,2,33089,33123,33214,76,362,373,113,549,556,3912,9642,6211,3568
1081,AL,"Lee County, AL",76586,72200,4386,5,77205,75043,2162,2,79466,77595,1871,2,174742,177655,180773,460,1850,1886,325,1394,1372,9095,23254,32377,40727
1083,AL,"Limestone County, AL",45930,43793,2137,4,46983,45845,1138,2,48335,47322,1013,2,104190,107381,110900,289,1144,1168,215,1142,1123,9573,19395,21892,20159
1085,AL,"Lowndes County, AL",3722,3187,535,14,3586,3275,311,8,3506,3324,182,5,10273,9926,9777,32,124,126,62,188,181,1094,3094,1900,1083
1087,AL,"Macon County, AL",8186,7338,848,10,7937,7478,459,5,7862,7563,299,3,19473,18906,18516,29,183,182,78,292,290,2067,3765,4044,2663
1089,AL,"Madison County, AL",189778,180147,9631,5,193877,188817,5060,2,199231,194989,4242,2,390502,396593,403565,1076,4283,4365,838,4161,3931,21084,50364,74888,116323
1091,AL,"Marengo County, AL",7867,7330,537,6,7643,7323,320,4,7611,7351,260,3,19266,18961,18745,56,230,232,88,357,351,1750,4653,4071,2570
1093,AL,"Marion County, AL",13300,12564,736,5,13488,13111,377,2,13808,13464,344,2,29166,29006,29156,98,311,322,146,545,535,3921,7472,6963,2649
1095,AL,"Marshall County, AL",44822,42766,2056,4,44898,43831,1067,2,45464,44531,933,2,97696,98316,99423,340,1456,1493,315,1462,1413,10675,20178,20053,13852
1097,AL,"Mobile County, AL",195131,178433,16698,8,190714,181908,8806,4,192312,186073,6239,3,414353,413017,411411,1288,5138,5243,1339,5755,5477,34027,95988,83212,67053
1099,AL,"Monroe County, AL",7627,6954,673,8,7368,6963,405,5,7300,7001,299,4,19704,19557,19404,41,214,227,82,354,350,2440,6205,3435,1787
1101,AL,"Montgomery County, AL",108365,99200,9165,8,107330,102321,5009,4,107183,103886,3297,3,228322,226953,226361,782,3062,3121,713,2864,2782,18715,39384,43541,50876
1103,AL,"Morgan County, AL",59785,56858,2927,4,59785,58258,1527,2,60820,59548,1272,2,123288,123403,124211,343,1416,1445,382,1772,1684,12983,26406,26088,19291
1105,AL,"Perry County, AL",3452,3043,409,11,3206,2953,253,7,3083,2921,162,5,8458,8317,8035,30,98,98,31,176,173,1188,2229,1092,1051
1107,AL,"Pickens County, AL",7692,7139,553,7,7545,7242,303,4,7681,7431,250,3,18922,18615,18697,33,176,177,79,348,342,2332,5903,3851,1854
1109,AL,"Pike County, AL",15851,14999,852,5,16084,15575,509,3,16115,15674,441,2,32906,32740,33014,89,349,355,101,457,437,2465,7035,4515,5384
1111,AL,"Randolph County, AL",9578,9077,501,5,9490,9232,258,2,9692,9454,238,2,22092,22199,22479,63,254,259,84,368,359,3039,5304,4566,2500
1113,AL,"Russell County, AL",23836,22482,1354,5,23440,22726,714,3,23708,23091,617,2,59259,58668,58555,184,775,796,167,828,808,5881,11774,15342,6886
1115,AL,"St. Clair County, AL",41421,39209,2212,5,41602,40523,1079,2,42213,41285,928,2,91652,92903,93932,233,988,1004,265,1317,1275,8873,22302,20529,11730
1117,AL,"Shelby County, AL",117987,113068,4919,4,119405,116886,2519,2,121349,119126,2223,1,223881,227428,230115,537,2233,2284,446,1903,1881,9632,29933,43839,67668
1119,AL,"Sumter County, AL",4782,4417,365,7,4549,4349,200,4,4597,4435,162,3,12196,11961,11853,28,130,135,59,185,186,982,2588,2644,1502
1121,AL,"Talladega County, AL",36454,33656,2798,7,35915,34460,1455,4,36362,35239,1123,3,81428,80483,80704,219,888,902,264,1284,1309,9813,19830,18582,9138
1123,AL,"Tallapoosa County, AL",18214,16848,1366,7,17982,17271,711,4,17593,17091,502,2,41286,41132,40977,103,404,411,146,695,686,5432,9300,9406,5322
1125,AL,"Tuscaloosa County, AL",103837,96371,7466,7,101686,98093,3593,3,103432,100816,2616,2,231534,235668,236780,611,2479,2522,516,2321,2289,14563,41868,41083,43086
1127,AL,"Walker County, AL",25225,23619,1606,6,25324,24423,901,3,25568,24864,704,2,65132,64629,64339,165,729,747,309,1352,1282,8033,15674,15264,6391
1129,AL,"Washington County, AL",6823,6229,594,8,6547,6248,299,4,6565,6326,239,3,15327,15234,15122,48,184,188,52,220,224,1498,4606,3258,1469
1131,AL,"Wilcox County, AL",2918,2453,465,15,2631,2356,275,10,2528,2331,197,7,10432,10331,10059,28,123,122,50,174,177,1485,2806,2078,785
1133,AL,"Winston County, AL",10277,9748,529,5,10116,9838,278,2,10271,10020,251,2,23488,23672,23755,56,219,225,100,402,407,3520,6590,4616,2290
2000,AK,Alaska,347150,318298,28852,8,353158,330525,22633,6,356799,342400,14399,4,732923,734182,733583,2406,9461,9488,1163,5364,6396,32669,137873,165649,148191
2013,AK,"Aleutians East Borough, AK",2513,2409,104,4,2443,2382,61,2,2434,2386,48,2,3425,3424,3398,6,18,19,2,11,11,397,1080,707,414
2016,AK,"Aleutians West Census Area, AK",3835,3653,182,4,3516,3381,135,3,3480,3373,107,3,5222,5155,5122,12,34,34,4,23,20,344,1664,1185,645
2020,AK,"Anchorage Borough/municipality, AK",147314,135690,11624,7,149953,141113,8840,5,151342,146302,5040,3,290866,288702,287145,966,3766,3769,479,2188,2625,11299,45842,65086,71085
2050,AK,"Bethel Census Area, AK",6992,6132,860,12,6884,5984,900,13,6680,6091,589,8,18673,18599,18257,109,395,394,31,158,173,1808,4674,2267,1276
2060,AK,"Bristol Bay Borough, AK",394,363,31,7,446,421,25,5,422,404,18,4,829,841,865,2,6,6,2,6,8,34,194,273,142
2063,AK,"Chugach Census Area, AK",3256,2973,283,8,3179,3100,79,2,3387,3290,97,2,7077,6943,6874,17,68,72,6,44,54,225,1145,2029,1509
2066,AK,"Copper River Census Area, AK",1293,1154,139,10,1246,1205,41,3,1405,1275,130,9,2616,2611,2589,4,20,18,5,38,42,109,650,537,549
2068,AK,"Denali Borough, AK",648,535,113,17,811,726,85,10,997,934,63,6,1614,1594,1585,3,15,15,0,6,5,27,504,472,653
2070,AK,"Dillingham Census Area, AK",1722,1570,152,8,1688,1548,140,8,1665,1572,93,5,4835,4774,4723,19,79,80,8,47,56,388,1151,780,564
2090,AK,"Fairbanks North Star Borough, AK",44612,41615,2997,6,45067,42741,2326,5,45385,43716,1669,3,95328,95528,95356,336,1323,1331,113,537,673,3393,15698,22276,19976
2100,AK,"Haines Borough, AK",1025,857,168,16,1032,916,116,11,1058,988,70,6,2086,2074,2056,6,19,19,8,22,25,33,564,467,367
2105,AK,"Hoonah-Angoon Census Area, AK",1058,909,149,14,1152,1045,107,9,1251,1181,70,5,2362,2339,2287,5,23,25,7,25,26,119,694,664,425
2110,AK,"Juneau Borough/city, AK",16316,15169,1147,7,16801,15994,807,4,17387,16904,483,2,32202,31965,31685,70,269,276,49,209,250,1049,4791,7842,9145
2122,AK,"Kenai Peninsula Borough, AK",26661,24111,2550,9,27777,25747,2030,7,28188,26918,1270,4,58927,59851,60690,149,628,635,111,485,579,2497,12743,14742,11296
2130,AK,"Ketchikan Gateway Borough, AK",6487,5824,663,10,6567,6083,484,7,6786,6529,257,3,13918,13810,13741,42,135,134,30,105,124,591,2829,3795,2586
2150,AK,"Kodiak Island Borough, AK",6070,5664,406,6,5974,5580,394,6,5983,5723,260,4,13047,12864,12720,43,166,165,14,71,83,847,2508,2953,2599
2158,AK,"Kusilvak Census Area, AK",2291,1815,476,20,2364,1903,461,19,2254,1963,291,12,8373,8398,8278,63,247,251,17,69,74,833,2266,857,119
2164,AK,"Lake and Peninsula Borough, AK",613,543,70,11,654,597,57,8,638,601,37,5,1452,1419,1381,5,29,30,6,20,21,68,258,167,141
2170,AK,"Matanuska-Susitna Borough, AK",48442,44198,4244,8,49399,46004,3395,6,49942,47639,2303,4,107515,111059,113325,339,1331,1328,162,787,935,4384,23039,25821,16552
2180,AK,"Nome Census Area, AK",3943,3507,436,11,4038,3645,393,9,4138,3854,284,6,10028,9908,9835,48,202,202,25,90,95,695,2451,1443,1033
2185,AK,"North Slope Borough, AK",3164,2969,195,6,2906,2717,189,6,2969,2820,149,5,11002,11011,10805,34,139,140,8,58,62,865,2904,2145,1093
2188,AK,"Northwest Arctic Borough, AK",2943,2568,375,12,2867,2538,329,11,2787,2537,250,9,7790,7560,7423,38,155,152,14,64,74,673,2020,978,619
2195,AK,"Petersburg Borough, AK",1433,1302,131,9,1607,1494,113,7,1446,1362,84,5,3405,3373,3360,13,32,32,9,34,38,216,788,813,721
2198,AK,"Prince of Wales-Hyder Census Area, AK",2839,2560,279,9,2785,2557,228,8,2693,2545,148,5,5739,5734,5650,11,59,60,9,53,73,319,1588,1464,801
2220,AK,"Sitka Borough/city, AK",4123,3822,301,7,4457,4252,205,4,4529,4404,125,2,8425,8410,8382,17,90,89,7,56,76,316,1546,2202,2024
2230,AK,"Skagway Municipality, AK",643,504,139,21,641,554,87,13,745,695,50,6,1240,1142,1081,0,4,4,2,9,10,101,356,339,266
2240,AK,"Southeast Fairbanks Census Area, AK",2949,2720,229,7,3220,3006,214,6,3252,3083,169,5,6820,7005,7021,26,106,106,15,67,84,332,1704,1570,865
2275,AK,"Wrangell Borough/city, AK",956,868,88,9,942,871,71,7,886,841,45,5,2127,2100,2070,4,18,18,5,20,26,238,578,510,237
2282,AK,"Yakutat Borough/city, AK",279,255,24,8,311,289,22,7,312,296,16,5,684,709,700,1,11,11,0,3,2,21,173,154,40
2290,AK,"Yukon-Koyukuk Census Area, AK",2338,2041,297,12,2431,2132,299,12,2363,2177,186,7,5296,5280,5179,18,74,73,15,59,72,448,1471,1111,449
4000,AZ,Arizona,3471038,3199851,271187,7,3530579,3352198,178381,5,3615161,3477033,138128,3,7179943,7264877,7359197,18110,75384,78763,18030,80430,79329,560460,1125498,1610633,1495416
4001,AZ,"Apache County, AZ",19585,17105,2480,12,18917,17184,1733,9,18688,17253,1435,7,65911,65385,65432,233,746,780,315,1174,1188,7549,13150,16229,5434
4003,AZ,"Cochise County, AZ",50270,46788,3482,6,49009,46533,2476,5,48819,46666,2153,4,125522,125763,125663,319,1228,1285,363,1765,1784,9897,21308,33661,22569
4005,AZ,"Coconino County, AZ",72315,65369,6946,9,71853,67427,4426,6,74051,70842,3209,4,145180,142780,144060,335,1284,1335,286,1190,1193,7786,18341,26678,33393
4007,AZ,"Gila County, AZ",20432,18882,1550,7,20440,19384,1056,5,20410,19559,851,4,53351,53521,53922,110,454,476,213,1024,1028,5131,11192,15587,7382
4009,AZ,"Graham County, AZ",15470,14505,965,6,15730,15053,677,4,16113,15534,579,3,38638,38882,38779,107,482,504,77,453,459,3980,7123,9414,3529
4011,AZ,"Greenlee County, AZ",4324,4094,230,5,4364,4183,181,4,4766,4630,136,2,9526,9377,9302,32,118,123,19,93,88,710,1877,2253,922
4012,AZ,"La Paz County, AZ",8757,8139,618,7,8622,8161,461,5,8906,8487,419,4,16575,16391,16506,39,154,162,78,389,385,2110,4476,5038,1558
4013,AZ,"Maricopa County, AZ",2266227,2100505,165722,7,2320686,2213563,107123,4,2380680,2301171,79509,3,4440232,4494693,4551524,11597,48527,50726,9648,43593,42920,326737,644940,950635,1006096
4015,AZ,"Mohave County, AZ",86297,77769,8528,9,87413,82426,4987,5,89853,85787,4066,4,214176,216957,220816,400,1704,1792,1011,4421,4357,20437,55859,62716,23817
4017,AZ,"Navajo County, AZ",39345,35402,3943,10,39418,36799,2619,6,39644,37589,2055,5,106762,107621,108650,318,1233,1273,435,1816,1817,10766,20551,26746,11611
4019,AZ,"Pima County, AZ",481295,444630,36665,7,483156,458436,24720,5,489775,471177,18598,3,1045175,1048895,1057597,2351,9766,10192,2995,12899,12684,74468,149641,234802,240377
4021,AZ,"Pinal County, AZ",188734,174798,13936,7,193183,183710,9473,4,199232,191531,7701,3,429446,448144,464154,1069,4625,4837,1055,4745,4653,36411,89200,106188,61217
4023,AZ,"Santa Cruz County, AZ",18862,16722,2140,11,18914,17246,1668,8,18887,17464,1423,7,47705,48034,48759,148,536,557,95,448,450,6757,7913,8697,6994
4025,AZ,"Yavapai County, AZ",103874,96213,7661,7,105227,100681,4546,4,107575,103849,3726,3,237216,242193,246191,406,1666,1739,868,4053,4000,15280,45486,69858,50231
4027,AZ,"Yuma County, AZ",95256,78932,16324,17,93648,81412,12236,13,97765,85496,12269,12,204528,206241,207842,646,2861,2982,572,2367,2323,32441,34441,42131,20286
5000,AR,Arkansas,1346789,1263623,83166,6,1339665,1285329,54336,4,1369367,1323949,45418,3,3014195,3028122,3045637,8508,35115,36251,8493,40174,40187,248721,688732,592568,491269
5001,AR,"Arkansas County, AR",9312,8931,381,4,9351,9030,321,3,9344,9038,306,3,17107,16683,16512,52,193,195,72,322,326,1596,5020,3385,1987
5003,AR,"Ashley County, AR",7091,6415,676,9,6769,6275,494,7,6779,6406,373,5,18962,18649,18354,40,206,212,62,327,323,1988,6823,2988,1612
5005,AR,"Baxter County, AR",16365,15366,999,6,16239,15619,620,3,16572,15979,593,3,41687,42171,42435,77,333,346,197,903,903,3593,10992,11191,5892
5007,AR,"Benton County, AR",142227,135842,6385,4,144313,140227,4086,2,151719,148103,3616,2,286586,294337,302863,916,3667,3798,492,2479,2503,18811,53695,47163,63211
5009,AR,"Boone County, AR",15651,14808,843,5,15757,15277,480,3,15896,15438,458,2,37383,37890,38284,91,381,392,122,571,575,2849,8849,9820,4648
5011,AR,"Bradley County, AR",4311,4052,259,6,4072,3877,195,4,4093,3889,204,5,10488,10332,10135,28,111,112,44,181,182,1151,3111,2081,908
5013,AR,"Calhoun County, AR",2384,2257,127,5,2374,2293,81,3,2372,2298,74,3,4738,4737,4695,16,50,49,22,88,87,543,1490,984,421
5015,AR,"Carroll County, AR",12572,11845,727,5,12657,12219,438,3,12552,12182,370,2,28242,28480,28742,84,324,334,84,421,399,2948,7009,5585,4389
5017,AR,"Chicot County, AR",3175,2836,339,10,3039,2780,259,8,2987,2801,186,6,10157,10071,9873,28,102,102,37,170,174,1537,2725,1802,1050
5019,AR,"Clark County, AR",9145,8589,556,6,8768,8347,421,4,8532,8147,385,4,21387,21217,21250,60,234,239,68,313,307,1193,4037,3859,3516
5021,AR,"Clay County, AR",5476,5137,339,6,5389,5172,217,4,5446,5229,217,4,14528,14370,14265,40,165,169,47,276,282,1625,4430,2844,1448
5023,AR,"Cleburne County, AR",9080,8375,705,7,8948,8527,421,4,8986,8605,381,4,24696,25044,25284,48,211,216,90,449,450,2176,7850,5344,3144
5025,AR,"Cleveland County, AR",3215,3017,198,6,3106,2980,126,4,3093,2973,120,3,7550,7490,7467,16,77,73,28,132,130,514,2584,1509,924
5027,AR,"Columbia County, AR",8944,8319,625,7,8761,8288,473,5,8832,8447,385,4,22742,22510,22216,57,266,271,79,350,343,1824,5590,3805,2832
5029,AR,"Conway County, AR",8314,7801,513,6,8262,7913,349,4,8411,8096,315,3,20729,20911,21046,46,221,225,60,311,303,1706,5896,4093,2686
5031,AR,"Craighead County, AR",55924,52892,3032,5,56455,54602,1853,3,57622,56034,1588,2,111603,111788,113017,357,1498,1552,265,1210,1207,7292,23151,19662,20412
5033,AR,"Crawford County, AR",26322,24863,1459,5,25890,24948,942,3,26319,25473,846,3,60147,60423,61075,172,714,735,170,858,866,6161,13947,12959,7792
5035,AR,"Crittenden County, AR",20850,19069,1781,8,20399,19285,1114,5,20626,19791,835,4,48086,47475,47061,156,661,683,156,663,674,4784,10940,9749,5392
5037,AR,"Cross County, AR",7171,6724,447,6,6982,6673,309,4,6978,6721,257,3,16796,16693,16601,50,189,190,45,271,263,2138,4907,3051,1651
5039,AR,"Dallas County, AR",2784,2631,153,5,2760,2645,115,4,2737,2627,110,4,6442,6306,6191,15,66,63,27,129,128,571,2108,1445,536
5041,AR,"Desha County, AR",5223,4847,376,7,4928,4633,295,6,4969,4707,262,5,11320,11050,10771,27,115,116,39,187,190,1477,3415,1779,1057
5043,AR,"Drew County, AR",7619,7080,539,7,7475,7094,381,5,7445,7117,328,4,17314,17070,16911,64,213,217,66,270,269,1456,4090,2972,2652
5045,AR,"Faulkner County, AR",61390,57974,3416,5,61389,59233,2156,3,63157,61304,1853,2,123811,125645,127665,379,1457,1512,250,1187,1189,5268,23020,23023,25155
5047,AR,"Franklin County, AR",7395,6969,426,5,7273,6999,274,3,7450,7201,249,3,17135,17166,17271,47,183,189,63,274,277,1596,4911,4045,1251
5049,AR,"Fulton County, AR",4865,4609,256,5,4911,4728,183,3,5017,4847,170,3,12057,12156,12382,26,120,121,42,242,241,1224,3229,3236,989
5051,AR,"Garland County, AR",41218,37877,3341,8,41667,39624,2043,4,42272,40662,1610,3,100249,100386,100089,230,961,993,355,1691,1710,6955,23014,25131,17178
5053,AR,"Grant County, AR",8205,7771,434,5,8196,7929,267,3,8468,8206,262,3,18022,18149,18160,46,195,195,40,258,290,1055,5351,3893,2255
5055,AR,"Greene County, AR",19371,18191,1180,6,19309,18631,678,3,19800,19155,645,3,45864,46349,46448,151,523,540,115,599,603,3485,13628,8618,5004
5057,AR,"Hempstead County, AR",9503,8997,506,5,9117,8790,327,3,9356,9050,306,3,19981,19679,19453,54,255,265,62,281,274,2181,5182,3969,2159
5059,AR,"Hot Spring County, AR",13933,13108,825,5,13854,13311,543,3,13839,13353,486,3,33075,33108,33203,74,312,319,102,538,528,2699,9240,7783,3880
5061,AR,"Howard County, AR",5481,5199,282,5,5460,5278,182,3,5399,5219,180,3,12755,12676,12557,30,146,152,38,193,187,1028,3596,2753,1227
5063,AR,"Independence County, AR",16522,15549,973,5,16356,15712,644,3,16589,16032,557,3,37936,37742,37945,109,454,472,104,547,544,3610,9405,8201,4178
5065,AR,"Izard County, AR",4598,4201,397,8,4412,4171,241,5,4502,4269,233,5,13597,13928,14048,33,106,107,48,250,242,1838,3414,3270,1748
5067,AR,"Jackson County, AR",5778,5352,426,7,5571,5273,298,5,5513,5240,273,5,16755,16780,16624,41,155,159,56,293,288,1980,5169,3319,1519
5069,AR,"Jefferson County, AR",26998,24773,2225,8,26081,24379,1702,6,25654,24318,1336,5,66833,65649,64246,198,752,765,257,1027,1032,5383,19219,12779,9030
5071,AR,"Johnson County, AR",10011,9365,646,6,9798,9329,469,4,10101,9684,417,4,25722,25977,26001,76,308,314,72,329,341,3377,6929,3931,2716
5073,AR,"Lafayette County, AR",2389,2202,187,7,2314,2179,135,5,2319,2208,111,4,6299,6155,6101,14,66,66,25,129,131,864,2095,1117,490
5075,AR,"Lawrence County, AR",6722,6299,423,6,6709,6419,290,4,6841,6597,244,3,16212,16316,16205,38,188,192,62,280,276,1668,4271,3398,1631
5077,AR,"Lee County, AR",2713,2501,212,7,2547,2403,144,5,2568,2450,118,4,8528,8559,8364,23,87,85,37,177,177,1141,2847,1650,610
5079,AR,"Lincoln County, AR",3823,3591,232,6,3725,3552,173,4,3710,3544,166,4,12889,13151,12916,27,109,110,51,191,185,1855,4753,2401,862
5081,AR,"Little River County, AR",5285,4933,352,6,5187,4948,239,4,5205,5004,201,3,11975,11954,11821,29,145,146,47,222,227,847,3656,2629,1246
5083,AR,"Logan County, AR",8566,7983,583,6,8337,7981,356,4,8303,7986,317,3,21103,21207,21253,44,232,249,75,367,363,1853,6704,4635,1908
5085,AR,"Lonoke County, AR",33424,31534,1890,5,33331,32203,1128,3,34281,33310,971,2,74046,74766,75225,175,846,883,196,825,837,4955,18597,15689,10015
5087,AR,"Madison County, AR",7315,7022,293,4,7478,7243,235,3,7803,7609,194,2,16546,16936,17486,39,220,229,39,228,234,1734,5735,2467,1556
5089,AR,"Marion County, AR",6186,5778,408,6,6076,5812,264,4,6305,6070,235,3,16877,16970,17254,26,138,138,61,337,337,1770,4682,4416,1933
5091,AR,"Miller County, AR",19100,17751,1349,7,18760,17834,926,4,18764,18032,732,3,42579,42499,42552,132,518,539,141,627,637,3828,10586,9851,4950
5093,AR,"Mississippi County, AR",17062,15483,1579,9,16233,15080,1153,7,16376,15517,859,5,40544,39577,38896,139,543,564,136,651,652,4654,11058,7244,3813
5095,AR,"Monroe County, AR",2688,2505,183,6,2610,2469,141,5,2556,2443,113,4,6774,6660,6564,24,75,77,21,143,142,1030,2007,1169,655
5097,AR,"Montgomery County, AR",2925,2718,207,7,2885,2742,143,5,2865,2728,137,4,8488,8638,8556,23,87,87,30,173,173,1030,2111,2295,985
5099,AR,"Nevada County, AR",3500,3289,211,6,3350,3211,139,4,3443,3308,135,3,8285,8195,8181,16,77,74,31,127,128,517,2937,1633,637
5101,AR,"Newton County, AR",3145,2981,164,5,3178,3078,100,3,3204,3108,96,3,7193,7164,7078,15,57,58,33,141,143,790,2026,1652,877
5103,AR,"Ouachita County, AR",9714,9113,601,6,9647,9261,386,4,9656,9279,377,3,22614,22344,22049,70,257,266,85,410,400,1995,6501,5412,2131
5105,AR,"Perry County, AR",4090,3856,234,5,4115,3944,171,4,4229,4075,154,3,10000,9989,10063,23,92,90,37,148,148,617,3076,2156,1241
